2017-06-30 00:00:03,42.8,3.5,12.3,10.8
2017-06-30 00:00:09,41.3,5.0,9.8,11.3
2017-06-30 00:00:15,39.8,3.8,15.0,13.3
2017-06-30 00:00:21,38.4,5.0,13.3,12.2
2017-06-30 00:00:27,37.0,4.7,11.8,15.3
2017-06-30 00:00:33,35.6,4.0,14.8,12.8
2017-06-30 00:00:39,34.3,4.5,11.3,14.0
2017-06-30 00:00:45,32.9,4.7,13.2,12.7
2017-06-30 00:00:51,31.7,5.7,12.2,9.3
2017-06-30 00:00:57,30.5,4.0,13.2,13.0
2017-06-30 00:01:03,29.3,5.8,10.8,12.8
2017-06-30 00:01:09,28.2,4.2,9.8,14.0
2017-06-30 00:01:15,27.1,5.2,11.0,11.7
2017-06-30 00:01:21,26.1,4.2,13.0,11.7
2017-06-30 00:01:27,25.1,4.8,10.3,12.7
2017-06-30 00:01:33,24.1,3.2,11.0,11.8
2017-06-30 00:01:39,23.2,5.2,13.0,12.5
2017-06-30 00:01:45,22.4,5.8,13.2,11.8
2017-06-30 00:01:51,21.5,5.0,11.5,11.7
2017-06-30 00:01:57,20.7,5.2,11.5,12.2
2017-06-30 00:02:03,20.1,4.3,12.2,15.2
2017-06-30 00:02:09,19.4,2.3,13.3,12.8
2017-06-30 00:02:15,18.7,5.3,13.3,15.2
2017-06-30 00:02:21,18.0,5.5,11.3,13.0
2017-06-30 00:02:27,17.4,3.3,15.3,12.8
2017-06-30 00:02:33,16.8,4.3,12.7,14.7
2017-06-30 00:02:39,16.2,6.2,11.8,12.0
2017-06-30 00:02:45,15.6,4.8,11.7,11.3
2017-06-30 00:02:51,15.1,4.7,12.3,9.2
2017-06-30 00:02:57,14.6,4.3,11.7,12.2
2017-06-30 00:03:03,14.1,5.0,11.8,14.0
2017-06-30 00:03:09,13.6,4.7,12.0,11.5
2017-06-30 00:03:15,13.2,4.3,11.2,13.5
2017-06-30 00:03:21,12.7,5.7,14.2,13.2
2017-06-30 00:03:27,12.3,4.2,15.3,11.8
2017-06-30 00:03:33,11.9,3.8,14.2,13.3
2017-06-30 00:03:39,11.5,3.8,12.5,12.5
2017-06-30 00:03:45,11.1,6.3,12.2,12.7
2017-06-30 00:03:51,10.8,5.8,12.5,13.3
2017-06-30 00:03:57,10.4,4.5,12.0,13.8
2017-06-30 00:04:03,10.1,5.2,12.2,12.5
2017-06-30 00:04:09,9.8,5.2,11.5,12.2
2017-06-30 00:04:15,9.5,2.8,10.0,11.8
2017-06-30 00:04:21,9.2,3.8,11.7,12.2
2017-06-30 00:04:27,8.9,4.5,13.2,14.8
2017-06-30 00:04:33,8.7,4.5,15.2,11.3
2017-06-30 00:04:39,8.4,4.7,11.3,13.0
2017-06-30 00:04:45,8.2,4.0,14.5,13.8
2017-06-30 00:04:51,8.0,6.7,13.8,13.2
2017-06-30 00:04:57,7.7,3.0,13.8,11.8
2017-06-30 00:05:03,7.5,3.8,14.2,14.0
2017-06-30 00:05:09,7.3,4.8,15.5,12.3
2017-06-30 00:05:15,7.1,3.8,20.3,15.7
2017-06-30 00:05:21,7.0,4.5,24.2,16.2
2017-06-30 00:05:27,6.8,4.7,23.2,14.2
2017-06-30 00:05:33,6.6,4.0,27.3,13.5
2017-06-30 00:05:39,6.4,4.7,37.2,17.3
2017-06-30 00:05:45,6.3,4.5,50.0,15.7
2017-06-30 00:05:51,6.1,5.5,63.5,17.3
2017-06-30 00:05:57,6.0,4.0,85.2,20.7
2017-06-30 00:06:03,5.9,4.7,97.2,20.7
2017-06-30 00:06:09,5.7,3.5,113.5,25.2
2017-06-30 00:06:15,5.6,4.8,139.7,24.3
2017-06-30 00:06:21,5.5,4.5,162.5,30.0
2017-06-30 00:06:27,5.3,5.5,179.0,30.0
2017-06-30 00:06:33,5.2,4.2,204.8,31.7
2017-06-30 00:06:39,5.1,4.7,238.5,35.8
2017-06-30 00:06:45,5.0,5.5,246.7,39.8
2017-06-30 00:06:51,4.9,4.7,284.2,43.8
2017-06-30 00:06:57,4.8,4.3,321.7,47.7
2017-06-30 00:07:03,4.7,6.0,365.8,47.8
